"1H","1L","2H","2L","3H","3L","4H","4L","5H","5L","6H","6L","7H","7L","8H","8L"
10,15,35,36,60,60,86,86,214,216,237,240,262,266,287,290
10,13,35,36,59,61,86,87,215,217,237,241,263,265,289,291
11,13,35,38,61,63,86,87,212,214,238,239,264,264,290,290
9,12,37,38,60,63,86,87,212,214,238,240,262,264,289,291
10,13,33,39,60,62,85,87,213,215,238,240,263,265,289,291
10,12,36,38,62,60,85,86,213,215,238,241,263,267,287,290
10,13,34,38,60,62,83,87,214,215,237,241,264,265,288,291
10,11,34,38,60,60,85,88,211,213,239,240,264,267,287,289
9,12,36,37,58,61,84,88,212,216,238,240,262,266,287,289
10,12,34,37,61,63,84,87,212,215,238,240,262,265,288,291
10,12,35,36,58,65,85,87,213,214,239,237,263,267,288,290
10,13,34,36,59,62,84,87,213,215,240,239,261,264,288,291
11,9,35,37,60,63,85,89,214,216,238,241,262,263,288,289
11,11,37,37,62,63,85,87,213,214,237,241,261,265,288,290
10,13,34,37,60,64,85,87,214,215,239,240,264,263,288,290
11,11,35,36,60,62,85,87,214,215,238,241,263,267,290,290
11,12,34,36,60,62,83,86,214,216,239,240,263,265,289,291
10,10,34,39,59,63,85,89,212,214,240,240,263,264,289,291
11,10,35,37,60,62,85,89,213,216,239,239,264,265,287,289
10,11,35,37,60,62,84,86,213,216,239,240,262,265,288,290
10,11,36,34,59,62,85,88,213,216,240,241,263,266,288,291
11,12,34,38,60,60,84,87,213,216,238,239,263,264,289,291
10,12,36,36,60,64,85,85,213,214,238,239,265,265,287,291
8,12,34,35,59,62,84,87,213,214,238,240,263,264,289,291
10,12,34,38,59,62,83,88,213,214,237,239,262,264,288,291
10,13,34,38,57,61,86,86,213,216,238,240,264,266,287,291
10,13,35,36,61,60,86,89,214,215,238,240,264,265,288,290
10,12,36,37,60,61,85,86,214,215,237,240,264,263,289,290
10,11,35,36,61,62,85,88,212,213,238,242,262,264,287,290
9,12,35,37,59,63,86,88,213,215,237,240,262,266,286,288
9,13,33,37,61,62,85,88,214,215,238,240,261,266,287,292
9,12,35,37,58,62,85,87,214,215,239,241,264,264,288,292
9,12,35,38,60,61,87,86,212,216,239,240,260,266,288,289
11,12,35,36,59,61,85,86,214,216,239,240,262,264,289,290
9,12,35,38,60,62,85,87,214,215,239,240,265,266,289,289
10,12,34,38,59,62,86,87,212,217,239,239,263,265,287,289
8,13,35,36,60,62,84,87,213,214,239,240,261,264,288,291
9,13,36,36,59,61,86,87,212,216,238,240,261,266,289,288
10,10,37,37,59,62,84,87,213,216,239,239,262,265,286,291
9,12,34,36,59,62,85,86,212,214,239,241,261,264,288,291
10,13,34,36,61,62,83,88,213,213,238,239,264,266,287,289
9,11,35,37,58,62,85,87,214,216,238,241,266,264,288,293
10,11,34,36,61,62,85,88,213,214,238,239,262,265,291,291
11,13,35,36,60,63,87,86,210,213,239,238,264,267,290,290
9,11,34,37,59,63,85,88,213,217,240,238,263,266,289,289
11,13,34,36,60,64,86,86,213,216,238,241,263,265,286,290
9,12,34,38,59,62,84,88,211,212,237,240,263,263,288,289
11,12,34,37,61,63,86,88,213,215,238,241,263,265,287,290
9,12,37,37,61,64,86,87,215,215,235,240,264,263,289,290
9,10,35,36,61,62,85,86,215,215,238,242,262,264,289,287
10,11,34,37,59,63,84,87,213,215,236,239,263,265,290,289
11,12,36,38,62,62,86,89,212,216,239,239,263,264,288,289
12,12,35,38,59,61,85,88,215,215,238,239,265,266,287,289
10,13,35,38,61,62,85,89,212,214,239,240,265,264,288,288
10,12,36,38,60,61,85,86,214,215,237,241,262,263,287,289
10,11,36,37,59,63,86,87,212,216,237,240,262,264,288,289
9,12,34,37,61,63,84,87,212,216,238,241,261,263,288,291
11,12,34,35,61,61,86,85,213,215,238,240,263,264,288,290
10,12,34,36,61,63,86,87,213,215,237,239,262,266,286,289
9,12,35,36,61,60,84,88,213,215,239,241,262,265,286,291
11,14,33,36,58,61,84,86,212,215,238,239,264,265,288,290
10,11,36,38,61,61,85,87,214,215,237,239,263,265,287,290
10,11,36,38,60,62,82,86,214,213,238,240,262,266,287,291
10,10,34,36,60,61,85,87,213,216,238,238,261,265,288,289
10,13,37,37,58,62,85,87,213,214,236,240,263,264,287,290
11,12,36,38,60,62,85,86,214,216,238,241,261,265,288,290
9,11,36,37,60,61,83,86,213,216,238,241,263,265,289,289
10,14,35,37,60,61,85,87,213,215,238,239,261,263,289,290
10,12,36,37,59,61,86,87,213,216,238,240,264,266,289,290
12,13,36,38,59,63,84,87,213,214,237,241,263,265,288,290
10,12,35,36,60,63,84,87,215,216,237,239,263,265,288,291
12,11,35,37,59,64,86,87,212,216,238,238,264,264,288,289
12,12,34,38,60,62,86,87,214,216,237,240,263,264,289,291
9,13,38,38,61,62,83,88,212,214,239,239,261,266,288,290
9,12,33,37,60,62,85,87,212,214,238,241,263,263,288,290
9,11,36,38,58,61,85,87,213,215,239,241,264,267,288,291
12,13,34,38,61,63,86,88,213,216,239,239,262,265,289,291
10,11,37,36,60,61,85,87,214,213,236,240,262,264,289,291
9,13,35,38,57,61,84,87,210,215,238,241,261,265,287,290
9,11,36,37,60,60,85,86,213,216,238,240,262,266,287,291
9,12,36,36,60,61,85,87,212,216,239,240,263,266,288,290
11,13,32,35,61,61,83,86,213,215,237,239,264,265,287,291
7,12,34,37,60,62,85,87,212,215,238,240,263,267,289,290
11,12,36,37,60,60,86,87,213,215,236,238,264,265,289,292
11,11,34,38,60,63,86,86,212,215,238,242,263,264,288,290
10,12,34,38,60,65,85,86,213,217,238,240,264,267,288,289
10,12,35,37,61,60,85,88,212,216,237,240,265,266,288,291
10,11,33,38,59,62,83,87,215,214,239,241,264,265,288,290
10,12,36,38,60,63,85,87,213,215,241,241,263,265,290,289
9,14,35,37,61,63,83,87,215,216,238,241,265,265,287,291
9,10,36,38,60,61,84,87,210,216,238,240,264,266,289,292
11,10,34,37,62,63,84,86,214,215,237,240,261,264,288,290
10,13,34,37,59,61,84,87,213,213,239,240,264,265,289,290
11,11,35,36,60,61,86,87,214,215,239,239,263,264,289,291
10,13,37,38,60,63,83,87,213,216,238,239,262,265,289,290
12,15,36,36,61,61,85,87,212,216,239,240,264,265,287,289
10,12,36,37,61,63,86,88,213,214,238,242,263,266,287,289
11,11,35,37,59,63,87,88,212,215,238,239,262,264,288,290
11,12,36,38,61,62,84,88,213,215,237,241,262,266,289,290
11,13,35,37,60,61,86,86,214,216,237,241,265,265,289,290
9,12,35,38,60,62,84,88,212,215,237,240,265,266,287,288
9,13,35,36,59,61,83,87,213,214,240,240,264,266,286,290
9,13,38,38,60,64,86,86,213,215,238,238,263,266,289,289
10,11,35,38,59,62,85,88,214,213,238,242,262,267,287,290
11,12,34,39,60,63,85,87,213,215,238,240,263,264,288,290
9,12,37,36,59,61,84,85,213,216,240,241,262,262,286,291
11,12,34,37,58,62,84,87,213,215,239,239,263,265,288,290
9,14,34,37,61,60,85,86,213,214,238,239,263,266,288,288
10,14,34,38,60,62,85,86,212,214,238,238,263,264,289,290
10,10,35,35,60,62,85,87,213,215,238,240,265,265,289,290
9,11,35,36,60,62,83,88,214,215,238,241,262,265,289,290
9,12,35,38,58,62,85,87,213,216,238,240,262,266,288,289
11,12,35,37,59,63,84,87,212,215,239,242,262,265,288,290
11,12,36,35,60,61,85,88,213,215,239,241,262,264,289,289
9,12,36,37,61,64,84,88,213,214,239,240,263,264,289,289
10,11,34,38,60,63,84,87,214,214,236,241,265,265,290,289
11,11,34,39,60,61,85,88,214,213,238,240,264,266,289,291
9,12,34,37,60,62,84,87,216,215,239,240,263,267,287,290
10,13,35,38,62,62,86,85,212,215,238,238,262,265,289,288
9,13,35,36,60,65,85,86,213,215,237,241,263,265,287,290
10,14,34,37,61,62,84,86,214,216,238,241,263,265,289,291
8,11,34,38,60,62,85,89,213,215,236,239,264,267,290,290
10,12,35,38,60,62,84,87,211,216,238,240,263,266,287,290
10,15,35,37,59,61,86,86,212,215,239,240,264,266,288,291
11,12,37,37,61,62,84,87,210,215,238,239,262,264,289,291
11,14,34,38,60,62,84,87,214,215,238,238,262,265,287,289
9,12,35,36,60,63,87,88,213,215,239,239,264,265,288,289
10,12,34,39,61,63,84,86,211,216,239,242,263,265,287,291
10,13,36,36,59,64,84,88,211,216,238,242,266,265,288,288
8,13,35,37,59,63,85,88,214,214,237,238,263,264,288,291
11,12,36,37,60,63,84,86,212,215,239,241,262,265,288,290
10,12,36,39,60,61,84,86,215,215,237,241,264,265,289,292
10,11,35,37,59,61,84,89,213,214,236,239,263,264,288,291
10,13,35,37,61,62,85,89,212,217,237,240,263,266,290,288
10,13,35,38,62,62,87,87,212,216,241,239,264,264,289,291
10,12,34,38,61,62,84,86,215,214,236,238,264,266,285,289
10,11,34,38,59,61,85,84,214,214,240,240,264,266,288,290
12,12,34,37,59,63,85,88,213,214,240,240,265,265,288,291
10,13,36,37,62,63,85,87,213,215,237,241,263,263,290,289
10,11,33,36,61,63,84,86,213,216,238,241,264,267,290,288
11,13,36,37,60,64,86,85,212,214,239,240,263,267,289,290
11,12,33,35,59,62,86,86,213,213,238,240,262,265,289,289
10,13,37,37,58,63,85,87,212,215,239,240,262,266,287,290
12,10,36,37,60,62,85,87,213,211,237,241,263,264,287,287
9,12,36,37,59,61,85,86,210,215,239,239,263,266,287,290
10,14,34,37,62,62,85,88,213,215,239,241,263,265,287,291
9,12,34,38,61,62,86,88,214,214,237,240,263,266,288,290
10,12,35,36,58,62,87,87,213,215,240,240,262,266,289,290
8,12,34,36,60,62,87,86,213,216,238,240,263,265,287,289
9,12,34,37,59,62,85,88,213,215,241,238,262,264,289,290
9,12,35,37,58,60,83,87,213,217,238,241,264,265,288,289
10,12,36,36,60,61,85,88,214,214,238,238,263,264,288,288
10,11,34,37,60,63,85,88,212,214,237,241,263,266,289,291
10,12,34,38,61,64,86,88,213,215,239,239,263,265,289,291
10,10,36,36,59,62,83,87,212,216,239,239,263,263,289,289
10,13,34,37,60,61,84,87,214,216,239,238,263,266,287,290
10,12,35,35,61,62,84,87,212,215,239,240,263,265,288,291
10,11,35,37,60,60,85,87,213,214,238,239,262,265,289,291
12,12,36,39,59,62,85,88,213,215,238,240,263,266,287,291
8,13,35,36,58,62,86,87,214,215,239,241,263,265,287,291
8,11,34,37,61,61,85,87,212,214,238,240,264,264,287,289
10,15,34,38,61,63,85,87,212,216,237,240,264,266,289,289
9,13,33,38,60,64,83,88,213,215,238,240,264,264,288,291
10,12,33,38,59,62,86,88,213,216,239,238,264,264,289,291
11,12,35,39,60,61,85,87,213,217,239,241,264,264,288,290
11,12,36,35,61,62,85,87,214,215,237,242,262,265,288,290
10,13,35,35,61,60,85,88,214,214,239,241,262,263,288,290
9,12,37,37,59,61,86,87,214,215,239,240,262,266,288,290
10,12,36,36,59,61,84,87,212,215,238,239,263,265,289,291
11,14,33,36,61,62,85,87,213,216,239,239,262,265,288,290
10,11,34,38,59,61,84,87,214,216,239,241,262,265,289,289
12,12,37,37,59,62,85,87,213,215,238,239,263,266,287,291
10,10,35,36,60,64,85,88,212,215,238,239,263,265,288,291
10,13,35,37,60,62,87,87,211,214,238,240,263,267,288,291
12,12,35,38,61,61,84,87,214,214,238,242,264,265,287,292
11,13,35,36,61,62,86,86,215,213,237,240,262,264,288,288
10,12,34,35,61,62,85,87,213,216,238,240,264,265,287,288
10,12,36,38,60,61,84,86,211,215,237,240,262,265,287,291
10,11,35,39,59,63,84,87,212,217,239,239,263,263,287,289
10,12,37,37,60,61,84,86,211,213,239,239,263,264,288,291
11,12,35,37,60,61,83,86,214,215,239,241,262,264,286,291
11,10,37,38,61,61,84,88,214,217,237,239,262,264,288,291
10,12,35,38,60,61,86,86,215,214,239,238,263,266,289,290
9,12,34,35,61,61,84,89,212,215,239,238,264,264,288,291
9,13,35,37,61,62,87,87,213,215,238,241,262,266,288,289
10,13,37,37,60,62,84,88,212,216,240,240,261,265,288,290
10,13,35,38,59,61,84,88,213,213,239,240,265,264,288,291
10,12,34,37,60,63,84,89,214,217,239,240,263,264,287,292
12,12,35,37,60,61,86,87,214,215,237,240,262,264,289,291
10,13,35,37,58,61,84,88,214,215,236,242,263,266,289,289
11,13,35,37,60,61,82,87,213,217,238,241,262,266,288,291
9,12,36,37,61,63,83,85,214,216,237,239,263,265,289,289
11,11,34,35,59,62,86,87,212,214,239,240,263,264,290,289
11,12,35,39,62,60,85,88,213,215,238,238,263,263,287,289
9,12,34,38,61,61,85,86,214,215,239,240,262,265,287,290
7,10,38,38,59,61,85,86,213,214,238,240,263,265,286,290
9,11,35,35,60,62,85,87,213,216,235,241,264,264,286,289
10,12,34,38,60,63,86,86,211,214,239,239,262,265,288,290
10,12,33,35,61,61,87,87,213,214,237,240,264,265,288,290
11,12,36,37,60,64,84,87,212,215,238,240,264,265,289,292
9,11,36,36,59,62,86,87,213,214,236,242,265,265,287,290
11,13,34,38,60,62,82,89,212,215,238,240,262,265,289,290
9,12,35,37,61,61,85,87,213,216,237,240,264,265,288,290
9,11,35,37,58,62,85,88,215,216,237,240,260,266,288,288
12,13,35,37,61,61,86,88,213,215,236,239,262,266,288,291
10,13,34,37,60,61,84,87,212,214,238,239,263,264,289,289
10,11,36,37,60,60,86,88,211,217,237,240,263,266,287,290
12,12,34,37,61,63,85,88,212,215,239,239,265,265,288,291
11,12,34,37,59,63,84,87,214,214,239,239,262,265,288,289
14,12,35,37,59,61,85,87,212,215,238,240,265,265,287,290
11,12,35,36,61,63,85,88,213,215,239,241,262,266,288,291
9,11,37,36,61,61,85,87,213,216,239,239,263,266,286,290
10,12,35,38,60,61,84,87,210,215,239,239,261,265,288,290
10,13,36,37,60,63,85,88,212,213,239,243,264,266,288,292
9,11,37,37,60,62,87,88,214,213,236,240,264,264,288,291
8,13,36,38,60,62,87,87,212,215,237,239,263,265,288,290
11,14,34,38,61,63,84,86,212,214,237,240,263,265,287,289
9,11,34,36,62,62,85,88,211,216,238,241,265,266,289,290
10,11,35,37,60,63,86,87,213,216,237,242,263,266,286,290
10,12,36,37,59,63,84,87,215,215,238,240,262,267,289,289
11,13,33,36,60,63,86,88,211,214,237,241,264,265,290,290
10,11,36,36,61,62,87,87,211,216,239,241,266,265,287,289
10,13,35,37,60,61,84,87,211,215,238,239,262,265,287,290
10,11,35,36,60,61,85,87,213,213,236,239,266,266,288,290
8,14,35,37,60,62,86,85,213,215,238,239,263,264,288,291
11,13,33,37,60,62,86,87,216,217,238,241,263,264,288,288
11,10,34,36,59,62,86,89,213,214,239,241,264,263,286,290
10,12,37,36,59,61,87,86,214,214,237,241,262,266,289,292
12,12,35,37,58,63,86,87,213,214,239,240,262,265,287,289
10,13,34,37,60,62,85,87,214,216,237,240,264,264,288,290
11,12,34,36,61,62,84,88,215,215,239,240,262,265,289,289
11,12,34,36,60,62,84,88,215,214,237,239,261,263,290,290
11,12,36,36,60,63,84,86,213,216,237,240,262,264,288,290
10,12,36,36,60,62,84,86,214,216,240,240,263,265,286,291
10,11,35,37,60,61,84,87,212,214,240,240,263,266,287,290
12,15,34,37,59,63,86,86,213,215,239,237,263,265,288,289
11,12,36,38,60,61,86,87,214,215,237,240,262,265,289,289
11,11,35,37,60,61,85,86,213,216,237,239,264,264,287,290
9,13,36,37,59,63,85,87,214,215,238,240,263,265,289,290
10,12,35,37,59,61,84,87,214,215,238,241,262,266,287,289
9,11,34,36,60,63,85,85,214,215,237,241,264,265,289,290
9,13,35,37,60,62,86,88,213,216,238,238,263,265,290,291
11,12,35,36,60,62,85,86,213,214,236,240,264,265,288,289
10,12,35,36,61,62,85,87,212,215,239,239,262,264,290,290
12,12,35,37,60,62,83,86,213,215,238,240,263,264,287,289
10,12,35,36,59,62,86,86,212,216,238,240,265,265,287,289
9,13,37,36,59,64,86,87,214,217,237,240,263,264,287,289
11,14,36,35,61,62,87,86,214,214,238,241,260,266,289,290
9,12,35,38,60,61,86,88,215,215,238,240,263,265,288,290
8,12,35,39,60,62,85,88,212,217,238,238,262,264,288,292
11,11,36,37,59,63,85,87,215,215,238,239,263,265,288,290
9,12,36,35,60,63,87,87,212,216,239,242,262,266,288,291
10,13,34,37,61,61,86,88,214,215,239,241,263,265,287,291
9,12,35,39,60,63,85,87,213,216,237,240,262,263,290,291
9,11,36,36,60,63,85,87,211,217,238,240,264,267,288,290
9,12,37,38,62,62,85,87,212,214,239,241,264,264,289,290
10,13,35,35,60,62,83,86,212,216,237,241,264,265,288,290
10,12,36,39,61,65,85,85,214,216,237,242,262,265,287,289
11,11,35,39,60,63,85,88,213,217,239,239,263,266,287,289
8,12,35,38,62,63,85,88,210,216,237,240,264,264,288,291
11,12,35,36,60,62,86,87,213,215,236,241,264,266,286,289
9,13,36,36,58,62,84,88,213,215,238,239,264,264,287,292
12,10,35,37,60,61,84,89,213,212,239,240,264,266,288,291
11,12,34,37,59,61,85,86,214,215,239,241,263,265,288,289
9,12,36,37,61,63,84,89,214,216,239,239,261,264,288,289
10,11,34,37,61,61,86,86,213,216,237,240,263,264,286,291
9,12,34,36,61,63,86,86,213,215,237,239,262,266,286,290
10,12,34,37,61,62,85,85,213,215,238,240,262,266,290,289
10,13,34,38,60,62,86,87,213,216,237,238,261,265,288,290
10,12,35,37,60,61,84,88,214,213,236,240,262,265,289,290
10,12,36,37,61,60,87,87,213,215,238,240,265,266,288,290
9,11,34,37,58,61,85,86,213,215,239,238,263,264,289,290
9,12,35,37,61,62,83,87,213,215,238,239,264,265,286,288
10,14,36,37,61,63,85,87,213,215,238,239,263,264,287,290
11,13,34,38,61,61,86,86,213,215,239,241,265,264,288,289
9,13,36,36,60,62,84,87,212,216,238,240,261,265,289,290
11,13,36,37,60,63,85,86,214,214,238,240,263,264,287,288
10,14,34,38,61,64,84,87,213,214,239,239,265,265,288,290
12,12,36,37,60,63,85,87,212,215,238,240,264,266,289,291
11,13,36,37,62,62,86,88,212,216,238,240,265,263,287,290
9,11,35,39,60,63,87,87,214,213,237,241,262,265,288,290
11,12,36,38,61,60,84,86,213,214,238,240,262,265,288,290
9,11,34,35,59,60,84,87,212,213,237,239,262,265,286,291
10,12,34,37,60,61,86,85,213,215,238,239,264,266,290,288
8,11,36,37,60,61,83,89,214,214,237,240,263,264,289,291
10,13,36,38,59,62,85,86,215,214,240,241,262,266,287,292
10,11,34,36,60,62,85,88,214,216,237,242,262,265,291,290
10,13,35,38,58,63,84,88,214,215,239,242,262,265,288,289
10,12,36,36,59,63,87,86,214,214,238,240,262,265,287,292
8,13,35,37,61,62,86,87,214,215,239,242,262,263,290,290
10,10,33,36,60,64,84,87,211,214,239,239,265,263,289,289
9,13,35,39,61,62,85,88,214,214,237,240,263,266,289,292
10,13,34,36,60,61,85,87,213,215,238,241,263,265,288,290
10,12,36,38,59,63,83,86,214,214,239,241,264,264,288,289
10,11,33,38,61,62,87,87,213,216,239,241,262,265,289,289
10,10,36,37,61,61,86,88,212,214,239,239,263,266,289,289
11,12,34,37,61,62,85,86,213,217,237,240,263,267,289,290
11,11,35,37,60,62,86,86,214,216,237,240,265,265,288,290
9,12,36,37,62,62,86,87,214,216,238,242,263,265,289,289
11,10,37,37,58,62,84,88,212,214,236,240,262,265,288,292
9,13,36,37,61,60,86,88,212,216,239,240,262,263,287,289
9,12,35,38,59,62,85,87,213,215,238,238,264,265,287,290
8,13,36,35,61,60,87,88,213,216,237,240,264,266,288,288
11,11,36,37,60,63,86,88,214,215,237,240,264,263,289,288
9,12,34,38,60,61,85,88,213,216,238,239,264,266,289,290
9,12,34,37,60,61,84,87,213,216,239,241,263,264,288,290
11,11,35,36,60,63,86,87,211,215,239,240,262,264,289,290
9,12,36,36,60,62,84,86,214,214,238,239,262,265,289,293
11,12,35,37,61,61,86,85,213,217,239,240,263,264,289,290
9,13,35,35,60,61,85,86,214,217,240,241,263,265,289,290
11,12,37,38,60,61,85,86,214,215,239,239,265,265,287,288
10,12,35,37,60,61,86,86,213,215,239,241,263,266,288,291
11,11,36,37,60,61,85,88,212,215,238,240,263,265,288,289
10,11,35,37,62,62,85,88,214,216,237,241,263,265,290,290
12,13,35,36,60,61,85,85,213,217,238,240,264,263,290,288
10,13,35,37,60,61,85,86,214,216,236,239,262,265,289,290
9,12,34,38,59,62,85,87,213,215,238,240,264,263,289,289
12,11,34,35,61,61,85,88,212,216,238,240,262,264,288,290
11,13,35,36,61,61,85,86,212,215,239,240,262,266,288,291
9,14,35,37,60,61,85,87,213,215,239,239,263,265,289,290
8,14,35,36,60,62,85,86,213,216,239,242,263,265,289,291
9,12,37,37,58,63,84,85,214,213,237,239,261,266,287,290
9,10,35,37,62,62,84,86,212,216,237,240,264,264,288,291
11,10,36,36,60,61,84,88,214,215,238,239,265,266,286,289
8,11,35,37,59,61,86,88,212,217,237,240,262,265,288,290
10,12,36,37,60,62,83,86,214,215,237,238,264,264,288,289
10,12,34,37,60,62,86,85,214,216,238,241,263,265,288,290
11,11,35,36,62,63,86,87,212,217,238,240,262,264,289,290
9,10,35,37,60,62,84,89,212,215,238,240,262,266,289,291
10,11,35,37,58,60,82,85,213,215,239,240,263,264,288,291
10,11,36,36,59,63,85,89,213,215,238,241,263,266,287,290
12,13,35,38,60,62,86,88,213,215,238,239,262,266,288,291
9,10,35,37,58,62,85,86,212,214,238,243,261,265,288,289
10,12,34,35,60,60,88,86,213,214,238,240,262,265,288,292
10,11,35,37,59,62,86,88,214,216,238,239,263,264,287,289
10,11,37,36,61,63,85,88,213,215,239,240,264,265,289,292
9,12,36,38,60,62,86,86,214,215,239,240,262,265,290,290
9,13,35,36,59,65,84,86,214,216,238,241,262,264,287,290
10,12,34,37,59,60,85,87,216,215,238,239,262,266,289,289
10,11,35,37,59,62,86,88,213,216,238,241,263,265,288,291
10,12,35,36,61,61,84,88,214,216,239,239,261,265,288,290
10,12,36,39,62,63,84,87,211,214,237,242,263,263,288,290
10,13,36,37,60,62,85,88,212,215,236,241,263,264,289,291
10,12,34,37,60,61,86,86,213,215,240,239,263,265,288,291
11,12,34,40,59,61,86,87,213,217,237,241,264,263,289,291
11,10,34,38,59,63,84,87,212,215,236,240,264,266,289,289
11,13,34,36,59,61,85,87,213,215,238,240,264,265,289,290
9,13,35,37,60,63,86,89,214,217,237,242,263,267,289,290
10,13,33,39,60,62,85,88,214,215,239,241,264,265,287,291
9,12,35,37,59,63,86,86,214,215,237,240,263,267,289,291
10,12,35,37,62,64,85,86,212,216,237,240,264,265,288,289
12,13,35,36,62,62,84,86,213,217,237,240,261,265,288,289
10,11,34,38,60,61,87,89,212,215,236,240,263,264,288,290
10,12,35,36,59,60,86,87,212,215,238,240,263,266,289,290
11,12,36,38,61,63,85,85,214,216,237,241,264,265,288,291
10,12,35,37,59,63,86,86,214,215,238,242,263,265,288,288
10,11,36,37,58,60,85,86,214,214,238,240,263,264,289,289
10,12,35,36,59,62,85,87,212,215,238,240,263,266,286,290
11,13,36,38,58,62,86,87,211,215,239,240,261,264,290,289
11,12,35,37,59,62,85,88,212,215,238,241,262,266,288,290
10,13,33,37,61,63,84,89,213,216,238,240,262,266,287,291
10,10,34,36,61,61,83,89,213,216,238,241,265,266,287,290
10,13,34,37,60,62,85,88,213,216,236,239,263,264,288,290
10,12,34,36,60,61,85,84,213,215,240,240,264,265,288,289
10,11,35,39,61,63,84,86,213,216,236,240,263,265,290,291
11,10,33,36,61,61,85,87,213,215,238,240,262,264,287,289
10,14,35,36,60,64,85,88,213,215,238,240,263,266,288,288
9,13,35,36,60,63,86,85,214,215,238,239,265,265,289,289
